"status","year ","wage","state","occupational_group","job_title","employer_name"
"CERTIFIED","2014","61500.0","GA","Computer Systems Analysts","SENIOR CONSULTANT","CAPGEMINI FINANCIAL SERVICES USA INC"
"CERTIFIED","2014","72584.0","PA","Software Developers, Applications","DEVELOPER","TOWERS WATSON PENNSYLVANIA INC."
"CERTIFIED","2014","60000.0","FL","Computer Occupations, All Other","CONSULTANT","WIPRO LIMITED"
"CERTIFIED","2014","83460.0","NJ","Statisticians","ANALYST I","KMK CONSULTING, INC."
"CERTIFIED","2014","73403.0","AZ","Software Developers, Applications","SOFTWARE DEVELOPER","NTT DATA, INC."
"CERTIFIED","2014","81858.74","TN","Software Developers, Applications","SR. ENGINEER, SOFTWARE QUALITY","OMNICELL, INC."
"CERTIFIED","2014","132000.0","OH","Natural Sciences Managers","PROJECT DIRECTOR II","INC RESEARCH LLC"
"CERTIFIED","2014","89100.0","KY","Management Analysts","SENIOR MANAGING CONSULTANT","IBM CORPORATION"
"CERTIFIED","2014","87360.0","IL","Computer Systems Analysts","TECHNICAL ANALYST","CIBER, INC."
"CERTIFIED","2014","92601.6","CA","Construction Managers","PROJECT CONTROLS ENGINEER","E2 CONSULTING ENGINEERS, INC."
"CERTIFIED","2014","143400.0","CA","Software Developers, Systems Software","SOFTWARE ENGINEER","GOOGLE INC."
"CERTIFIED","2014","59100.0","MA","Physicians and Surgeons, All Other","MEDICAL RESIDENT IN ANESTHESIA","PARTNERS HEALTHCARE"
"CERTIFIED","2014","62000.0","WV","Computer Programmers","APPLICATIONS DEVELOPER","CGI TECHNOLOGIES AND SOLUTIONS INC."
"CERTIFIED","2014","105000.0","MD","Computer Systems Analysts","SYSTEMS ANALYST","RURO, INC."
"CERTIFIED","2014","145000.0","CA","Software Developers, Applications","SENIOR SOFTWARE ENGINEER","PLAYDOM, INC., PART OF THE WALT DISNEY COMPANY FAM"
"CERTIFIED","2014","64043.0","CA","Computer Programmers","PROGRAMMER","IBM INDIA PRIVATE LTD"
"CERTIFIED","2014","73400.0","MD","Accountants and Auditors","AUDIT SENIOR","DELOITTE & TOUCHE LLP"
"CERTIFIED","2014","72000.0","FL","Computer Occupations, All Other","QA WEB SERVICE TESTER/ANALYST","SYSCONS CORPORATION"
"CERTIFIED","2014","80990.0","NC","Computer Systems Analysts","CONSULTANT","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","56850.0","FL","Computer Programmers","TECHNICAL LEAD","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","80000.0","CA","Computer Programmers","PROGRAMMER ANALYST","NETWORK OBJECTS, INC."
"CERTIFIED","2014","73000.0","CA","Software Developers, Applications","SOFTWARE DEVELOPER","CADATASOFT, INC"
"CERTIFIED","2014","63500.0","NC","Database Administrators","DATABASE ADMINISTRATOR","BODHTREE SOLUTIONS,INC"
"CERTIFIED","2014","80000.0","IL","Computer Network Architects","NETWORK SYSTEMS AND DATA COMMUNICATIONS ANALYST","HTC GLOBAL SERVICES INC."
"CERTIFIED","2014","95000.0","IN","Software Developers, Applications","SOFTWARE ENGINEER","EXACTTARGET, INC."
"CERTIFIED","2014","68897.0","AR","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED-WITHDRAWN","2014","44000.0","NY","Biological Scientists, All Other","POST DOCTORAL ASSOCIATE","NEW YORK UNIVERSITY"
"CERTIFIED","2014","91600.0","MA","Software Developers, Applications","PROJECT MANAGER","SRI INFOTECH, INC."
"CERTIFIED-WITHDRAWN","2014","85000.0","TX","Medical Scientists, Except Epidemiologists","ASSISTANT PROFESSOR","BAYLOR COLLEGE OF MEDICINE"
"CERTIFIED","2014","64043.0","CT","Computer Programmers","SENIOR APPLICATION DEVELOPER","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","111035.0","NJ","Management Analysts","SENIOR ASSOCIATE - BUSINESS CONSULTING","INFOSYS LIMITED"
"CERTIFIED","2014","74000.0","NJ","Network and Computer Systems Administrators","SYSTEM ADMINISTRATOR","MSIT SYSTEMS INC"
"CERTIFIED","2014","58005.0","WA","Surgeons","RESIDENT","UNIVERSITY OF WASHINGTON"
"CERTIFIED","2014","66600.0","TX","Web Developers","WEB DEVELOPER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","67038.0","OH","Computer Systems Analysts","SENIOR SYSTEMS ANALYST JC60","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION"
"CERTIFIED","2014","69785.0","TX","Computer Occupations, All Other","SOFTWARE QUALITY ASSURANCE ENGINEER","CISCO SYSTEMS, INC."
"CERTIFIED","2014","136700.0","FL","Software Developers, Systems Software","MANAGER","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","68500.0","CA","Computer Systems Analysts","CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","69000.0","NJ","Computer Programmers","PROGRAMMER","APEX TECHNOLOGY SYSTEMS, INC"
"CERTIFIED","2014","48800.0","OK","Computer Programmers","COMPUTER PROGRAMMER/CONFIGURER 2","ACCENTURE LLP"
"CERTIFIED-WITHDRAWN","2014","67500.0","NY","Financial Analysts","ANALYST, INVESTMENT BANKING DEPARTMENT","UBS SECURITIES LLC"
"CERTIFIED-WITHDRAWN","2014","70000.0","WI","Computer Systems Analysts","PROGRAMMER ANALYST","ADAM INFORMATION TECHNOLOGIES, LLC"
"CERTIFIED","2014","80000.0","MI","Software Developers, Applications","SOFTWARE ENGINEER","E-BUSINESS INTERNATIONAL INC"
"CERTIFIED","2014","72000.0","CA","Computer Occupations, All Other","COMPUTER SYSTEMS ENGINEER/ARCHITECT","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","69000.0","MO","Computer Systems Analysts","BUSINESS ANALYST","FERGUSON CONSULTING, INC."
"CERTIFIED","2014","79040.0","FL","Computer Systems Analysts","PROGRAMMER ANALYST","SELECT SOURCE INTERNATIONAL"
"CERTIFIED","2014","68000.0","NY","Accountants and Auditors","TAX STAFF","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2014","112000.0","NY","","SR. BUSINESS INTELLIGENCE DEVELOPER / ADMIN","TEACH FOR AMERICA, INC."
"CERTIFIED","2014","78000.0","MI","Computer Systems Analysts","SYSTEMS ANALYST","HTC GLOBAL SERVICES, INC."
"CERTIFIED","2014","37208.0","IA","Business Teachers, Postsecondary","ASSISTANT PROFESSOR OF MANAGEMENT","MAHARISHI UNIVERSITY OF MANAGEMENT"
"CERTIFIED","2014","64700.0","KS","Web Developers","WEB DEVELOPER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","85000.0","GA","Computer Programmers","PROGRAMMER ANALYST (COGNOS DEVELOPER)","SYSTEM SOFT TECHNOLOGIES, LLC"
"WITHDRAWN","2014","120000.0","OR","Software Developers, Applications","APPLICATION ENGINEER","ROHDE & SCHWARZ, INC."
"CERTIFIED","2014","68750.0","PA","Computer Programmers","APPLICATIONS DEVELOPER","CGI TECHNOLOGIES AND SOLUTIONS INC."
"CERTIFIED","2014","118000.0","PA","Computer Systems Analysts","SENIOR CONSULTANT","SPARTA CONSULTING INC."
"CERTIFIED","2014","64000.0","IA","Computer and Information Systems Managers","INFORMATION TECHNOLOGY PROJECT MANAGER","LAUNCH IT CORP"
"CERTIFIED","2014","123000.0","VA","Software Developers, Applications","MASTER APPLICATION DEVELOPER","CAPITAL ONE SERVICES, LLC"
"CERTIFIED","2014","54336.0","CA","Biological Scientists, All Other","ASSOCIATE SPECIALIST","UNIVERSITY OF CALIFORNIA, BERKELEY"
"CERTIFIED","2014","150000.0","NJ","Software Developers, Systems Software","SR. SOFTWARE ENGINEER","BAHA INDUSTRIES CORP."
"CERTIFIED","2014","105000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","GOOGLE INC."
"CERTIFIED","2014","60000.0","CA","Accountants and Auditors","ADVISORY STAFF","ERNST & YOUNG U.S. LLP"
"CERTIFIED","2014","63200.0","OH","Network and Computer Systems Administrators","NETWORK AND COMPUTER SYSTEM ADMINISTRATOR","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","72233.0","MN","Computer Programmers","APPLICATION DEVELOPER","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","51500.0","TX","Secondary School Teachers, Except Special and Care","SECONDARY MATH TEACHER","AMERICA CAN"
"CERTIFIED","2014","49067.0","MI","Computer Occupations, All Other","TEST ANALYST - I","HCL AMERICA, INC."
"CERTIFIED","2014","82930.0","VA","Computer Systems Analysts","SENIOR IT BUSINESS SYSTEMS ANALYST","MICROSTRATEGY INCORPORATED"
"CERTIFIED","2014","105411.31","NJ","Network and Computer Systems Administrators","INFRASTRUCTURE SENIOR TECHNICAL ANALYST","CITIGROUP TECHNOLOGY, INC."
"CERTIFIED","2014","60000.0","IL","Computer Systems Analysts","PROGRAMMER ANALYST","YASH TECHNOLOGIES, INC."
"WITHDRAWN","2014","72488.0","NJ","Computer Programmers","APPLICATION DEVELOPER","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","57824.0","MI","Computer Systems Analysts","SYSTEMS ANALYST JC65","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION"
"CERTIFIED","2014","78224.0","VA","Computer Systems Analysts","BUSINESS ANALYST","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","67579.0","MA","Computer Programmers","PROGRAMMER ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","60000.0","TX","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","HORIZON TECHNOLOGIES INC"
"CERTIFIED","2014","77043.0","FL","Computer Programmers","PROGRAM MANAGER","WIPRO LIMITED"
"CERTIFIED-WITHDRAWN","2014","85000.8","IL","Management Analysts","SENIOR CONSULTANT","IBM CORPORATION"
"CERTIFIED","2014","75000.0","CA","Computer Systems Analysts","TECHNICAL LEAD","PHOTON INFOTECH, INC."
"CERTIFIED","2014","60000.0","OR","Computer Programmers","PROGRAMMER ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","43883.0","TX","Biochemists and Biophysicists","POSTDOCTORAL FELLOW","THE UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTE"
"CERTIFIED","2014","66373.0","CT","Computer Systems Analysts","SYSTEMS ANALYST JC65","COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION"
"WITHDRAWN","2014","93600.0","NY","Computer Systems Analysts","APPLICATION ARCHITECT","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","90000.0","NY","Software Developers, Applications","ETL DEVELOPER","EAPT SOLUTIONS, INC."
"CERTIFIED","2014","48568.0","SC","Software Developers, Applications","PROFESSIONAL: PRODUCT DEVELOPER","COMPUTER SCIENCES CORPORATION"
"CERTIFIED","2014","110000.0","CA","Software Developers, Systems Software","SOFTWARE ENGINEER","CITRIX SYSTEMS, INC."
"CERTIFIED","2014","100940.0","FL","Computer Systems Analysts","SYSTEMS ANALYST III","BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC."
"CERTIFIED-WITHDRAWN","2014","90000.0","TX","Management Analysts","SENIOR CONSULTANT","IBM CORPORATION"
"CERTIFIED","2014","39270.0","CA","Computer Occupations, All Other","PROFESSIONAL: QUALITY","CSC COVANSYS CORPORATION"
"CERTIFIED","2014","112674.0","CA","Software Developers, Applications","SR. SOFTWARE ENGINEER","AUTODESK, INC."
"CERTIFIED","2014","85000.0","MA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST","INSYCOM, INC."
"DENIED","2014","75000.0","GA","Computer Systems Analysts","QA ANALYST","INTERCONTINENTALEXCHANGE, INC."
"CERTIFIED","2014","68245.0","CA","Computer Programmers","TEST LEAD","IBM INDIA PRIVATE LTD"
"CERTIFIED","2014","65994.0","AZ","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","67445.0","TX","Computer Systems Analysts","TECHNOLOGY ANALYST - US","INFOSYS LIMITED"
"CERTIFIED","2014","56597.0","NJ","Computer Programmers","PROGRAMMER ANALYST - I","HCL AMERICA, INC."
"CERTIFIED","2014","77000.0","TX","Computer Systems Analysts","SR. SYSTEMS ANALYST","FLEXERA GLOBAL, INC."
"CERTIFIED","2014","70500.0","MN","Computer Systems Analysts","SYSTEMS DATA ANALYST","TEK SERVICES LLC"
"CERTIFIED-WITHDRAWN","2014","60000.0","GA","Computer Systems Analysts","SYSTEMS ANALYST","IDHASOFT, INC."
"CERTIFIED","2014","91166.0","TX","Software Developers, Applications","SOFTWARE ENGINEER - III","HCL AMERICA, INC."
"CERTIFIED","2014","66200.0","OH","Mechanical Engineers","APPLICATIONS ENGINEER","PYROTEK INC."
"CERTIFIED","2014","62000.0","FL","Computer Systems Analysts","PROGRAMMER ANALYST","DROISYS, INC."
"DENIED","2014","82000.0","CA","Software Developers, Applications","SAP SOFTWARE DEVELOPER","TECHNOSOFT CORPORATION"
"CERTIFIED","2014","69077.0","NY","Software Developers, Applications","SOFTWARE DEVELOPER","EAST WEST SYSTEMS INC."
"CERTIFIED","2014","100000.0","TX","Financial Analysts","MANAGER","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","65000.0","AL","Financial Managers","MANAGER OF FINANCE","HANIL E-HWA INTERIOR SYSTEMS ALABAMA, LLC"
"CERTIFIED","2014","75276.0","NJ","Computer Occupations, All Other","TECHNICAL TEST LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","65520.0","NY","Computer Programmers","SENIOR APPLICATION DEVELOPER","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","68800.0","NY","Accountants and Auditors","ACCOUNTANT","IN-MOTION PHYSICAL THERAPY PC"
"CERTIFIED","2014","70800.0","KY","","MANAGING CONSULTANT","IBM CORPORATION"
"CERTIFIED","2014","65707.0","OR","Computer Occupations, All Other","PROJECT MANAGER","IBM INDIA PRIVATE LIMITED"
"CERTIFIED","2014","100000.0","IL","Software Developers, Systems Software","SOFTWARE ENGINEER","COYOTE LOGISTICS, LLC"
"CERTIFIED","2014","62000.0","OH","Computer Programmers","COMPUTER PROGRAMMER","TATA CONSULTANCY SERVICES LIMITED"
"CERTIFIED","2014","107973.0","CA","Software Developers, Applications","CONSULTING TECHNICAL MANAGER","ORACLE AMERICA, INC."
"CERTIFIED","2014","75000.0","CT","","PROJECT MANAGER","LARSEN & TOUBRO LIMITED"
"CERTIFIED","2014","80000.0","MI","Software Developers, Applications","SOFTWARE ENGINEER","CAPSQUARE SYSTEMS, INC."
"CERTIFIED","2014","94545.0","CT","Computer Systems Analysts","TECHNOLOGY LEAD - US","INFOSYS LIMITED"
"CERTIFIED","2014","156000.0","TX","Petroleum Engineers","UPSTREAM ENGINEERING SUPERVISOR","CONOCOPHILLIPS COMPANY"
"CERTIFIED","2014","65437.0","IL","","COMPUTER SYSTEMS ENGINEER","LARSEN & TOUBRO INFOTECH LIMITED"
"CERTIFIED","2014","73000.0","AL","Computer Occupations, All Other","QA TESTER","BRILLIO, LLC"
"CERTIFIED","2014","69430.0","WA","Computer Programmers","PROGRAMMER ANALYST - I","HCL AMERICA, INC."
"CERTIFIED","2014","75192.0","AZ","Computer and Information Systems Managers","PROJECT MANAGER","SYNTEL CONSULTING INC."
"CERTIFIED","2014","92900.0","MO","Software Developers, Applications","SENIOR SOFTWARE ENGINEER","CERNER CORPORATION"
"CERTIFIED","2014","106163.0","NC","Software Developers, Applications","ASSISTANT VICE PRESIDENT, ARCHITECTURE","LPL FINANCIAL LLC"
"CERTIFIED","2014","62000.0","CA","Computer Programmers","COMPUTER PROGRAMMER","HORIZON TECHNOLOGIES INC"
"CERTIFIED","2014","68162.0","WA","Information Security Analysts","SECURITY ANALYST","KPK TECHNOLOGIES INC"
"CERTIFIED","2014","44470.0","TN","Computer Systems Analysts","PROGRAMMER ANALYST","SYNTEL CONSULTING INC."
"CERTIFIED","2014","100000.0","WA","Computer Hardware Engineers","MECHANICAL ENGINEER","MICROSOFT CORPORATION"
"CERTIFIED","2014","78146.0","TX","Computer Programmers","SENIOR CONSULTANT","OPPORTUNE LLP"
"CERTIFIED","2014","95680.0","CA","Civil Engineers","PROJECT ENGINEER (CIVIL ENGINEER)","RAJAPPAN & MEYER CONSULTING ENGINEERS, INC."
"CERTIFIED","2014","46092.0","TX","Medical Scientists, Except Epidemiologists","POSTDOCTORAL RESEARCHER II","THE UNIVERSITY OF TEXAS SOUTHWESTERN MEDICAL CENTE"
"CERTIFIED","2014","103418.0","CT","Software Developers, Applications","BI ETL DEVELOPER","PEPPERIDGE FARM, INC."
"CERTIFIED","2014","60000.0","GA","Computer Programmers","IT CONSULTANT","ITC INFOTECH (USA), INC."
"CERTIFIED","2014","61800.0","TX","Computer Programmers","COMPUTER PROGRAMMER/CONFIGURER 2","ACCENTURE LLP"
"CERTIFIED","2014","79498.0","AZ","Engineers, All Other","PACKAGING ENGINEER - MECHANICAL","INTEL CORPORATION"
"CERTIFIED","2014","68850.0","WA","Engineering Teachers, Postsecondary","CLINICAL ASSISTANT PROFESSOR","WASHINGTON STATE UNIVERSITY"
"CERTIFIED","2014","105000.0","OH","Software Developers, Applications","VICE PRESIDENT, APPLICATIONS DEVELOPER LEAD","JPMORGAN CHASE & CO."
"CERTIFIED","2014","84000.0","AR","Financial Analysts","SENIOR CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","190000.0","NM","Pediatricians, General","PEDIATRICIAN","SAN JUAN REGIONAL MEDICAL CENTER"
"CERTIFIED","2014","60000.0","NY","Computer Programmers","PROGRAMMER/QA ANALYST","Q 4 SYSTEMS CORPORATION"
"CERTIFIED","2014","65000.0","NJ","Computer Systems Analysts","PROGRAMMER ANALYST","SOFTNICE, INC."
"CERTIFIED","2014","76000.0","NJ","Software Developers, Applications","PROGRAMMER/ANALYST","TECHNO-COMP INC"
"CERTIFIED","2014","68550.3","MD","Chemists","CHEMIST","JUBILANT CADISTA PHARMACEUTICALS INC."
"CERTIFIED","2014","81750.0","NC","Economics Teachers, Postsecondary","ASST. PROFESSOR OF ECONOMICS","APPALACHIAN STATE UNIVERSITY"
"CERTIFIED","2014","90908.52","CA","Electrical Engineers","APPLICATIONS DEVELOPMENT ENGINEER","KLA-TENCOR CORPORATION"
"CERTIFIED","2014","104000.0","CA","Software Developers, Systems Software","JR SOFTWARE ENGINEER DEVELOPER COMMERCIAL PLATFORM","BAY AREA TECHWORKERS"
"CERTIFIED","2014","96900.0","MA","Network and Computer Systems Administrators","SENIOR SYSTEMS ADMINISTRATOR","OMGEO LLC"
"CERTIFIED-WITHDRAWN","2014","66000.0","MO","Software Developers, Applications","SOFTWARE ENGINEER","CERNER CORPORATION"
"CERTIFIED","2014","55744.0","VA","Computer Systems Analysts","SYSTEMS ANALYST","UST GLOBAL INC."
"CERTIFIED","2014","78000.0","AZ","Management Analysts","MANAGER, GLOBAL BUSINESS ANALYTICS","GBT US LLC"
"CERTIFIED","2014","95700.0","CA","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 3","ACCENTURE LLP"
"CERTIFIED","2014","53643.0","TX","Management Analysts","MANAGEMENT ANALYST","PETROCHEMICAL AUTOMATION AND INTEGRATION SPECIALIS"
"CERTIFIED","2014","69807.0","NJ","Computer Programmers","COMPUTER PROGRAMMER","COMPUNNEL SOFTWARE GROUP, INC."
"CERTIFIED","2014","51000.0","WI","Computer Programmers","PROGRAMMER ANALYST","SELSOFT, INC."
"CERTIFIED","2014","67200.0","NC","Software Developers, Applications","SOFTWARE DEVELOPER","FAARAGUT SYSTEMS, INC."
"CERTIFIED-WITHDRAWN","2014","52000.0","NJ","Instructional Coordinators","COORDINATOR OF CURRICULUM AND INSTRUCTIONAL DESIGN","STATE UNIVERSITY OF NEW YORK EMPIRE STATE COLLEGE"
"CERTIFIED","2014","115000.0","TX","Architectural and Engineering Managers","ANALYSIS TEAM MANAGER","VALERUS FIELD SOLUTIONS LP"
"CERTIFIED","2014","89378.0","NJ","Software Developers, Applications","SENIOR ASSOCIATE","KPMG LLP"
"CERTIFIED","2014","62712.0","IL","Computer Programmers","PROGRAMMER ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","98000.0","CA","Electrical Engineers","SENIOR TEST ENGINEER","TESLA MOTORS, INC."
"CERTIFIED","2014","95600.0","TN","Software Developers, Systems Software","CONSULTANT","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","48729.62","MA","Engineering Teachers, Postsecondary","ASSISTANT PROFESSOR OF ENGINEERING","NORTHERN ESSEX COMMUNITY COLLEGE"
"CERTIFIED","2014","60362.0","MO","Network and Computer Systems Administrators","SYSTEM ADMINISTRATOR","WIPRO LIMITED"
"CERTIFIED","2014","94900.0","NJ","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 3","ACCENTURE LLP"
"CERTIFIED","2014","68100.0","TX","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 2","ACCENTURE LLP"
"CERTIFIED","2014","61339.0","NJ","Computer Occupations, All Other","SYSTEM ARCHITECT - II","HCL AMERICA, INC."
"CERTIFIED-WITHDRAWN","2014","105000.0","NY","Financial Analysts","ASSOCIATE ANALYST 1","MOODY'S INVESTORS SERVICE, INC."
"CERTIFIED","2014","83000.0","NY","Electronics Engineers, Except Computer","MEMBER OF TECHNICAL STAFF (MTS) PROCESS ENGINEERIN","GLOBALFOUNDRIES U.S. INC."
"CERTIFIED","2014","105000.0","WI","Software Developers, Systems Software","LEAD JAVA DEVELOPER-PROGRAMMER/ANALYST","THE BON-TON DEPARTMENT STORES, INC."
"CERTIFIED","2014","107973.0","CA","Software Developers, Applications","MANAGER, ENGINEERING AND SOFTWARE ARCHITECT","SONY MUSIC HOLDINGS INC."
"CERTIFIED","2014","49920.0","MD","Computer Programmers","PROGRAMMER ANALYST","NITYA SOFTWARE SOLUTIONS, INC"
"CERTIFIED","2014","110000.0","CA","Engineers, All Other","ADVANCED MANUFACTURING ENGINEER","STRYKER ENDOSCOPY, A DIVISION OF STRYKER CORPORATI"
"CERTIFIED","2014","210000.0","NY","Lawyers","ASSOCIATE ATTORNEY","SIDLEY AUSTIN (US) LLP"
"CERTIFIED","2014","77334.0","CO","Computer Systems Analysts","BUSINESS SYSTEM ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","88336.0","CA","Financial Analysts","SENIOR FINANCIAL ANALYST","BELKIN INTERNATIONAL INC."
"CERTIFIED-WITHDRAWN","2014","60000.0","NY","Financial Analysts","ANALYST, OPERATIONS","MORGAN STANLEY & CO. LLC"
"CERTIFIED","2014","82800.0","WA","Computer Programmers","COMPUTER PROGRAMMER / CONFIGURER 2","ACCENTURE LLP"
"CERTIFIED","2014","62000.0","MD","Network and Computer Systems Administrators","SYSTEM ADMINISTRATOR","APTIVA CORP"
"CERTIFIED","2014","110000.0","MA","Computer Systems Analysts","SR. PROGRAMMER/ANALYST","COMPUTER AID, INC."
"CERTIFIED","2014","93870.0","TX","Database Administrators","DATA ENGINEER","HP ENTERPRISE SERVICES, LLC"
"CERTIFIED","2014","100000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","TWITTER, INC."
"CERTIFIED","2014","84000.0","IL","Computer Programmers","PROGRAMMER ANALYST - SAP","MOURI TECH LLC"
"CERTIFIED","2014","43200.0","GU","Civil Engineers","CIVIL ENGINEER","NIPPO USA INC."
"CERTIFIED","2014","88000.0","MA","Software Developers, Applications","SOFTWARE ENGINEER","ETOUCH SYSTEMS CORPORATION"
"CERTIFIED","2014","60000.0","IL","Computer Programmers","PROGRAMMER ANALYST","ESSENTIAL TECHNOLOGIES, INC.,"
"CERTIFIED","2014","92000.0","TX","Computer and Information Research Scientists","SENIOR TECHNICAL PROFESSIONAL - TECHNOLOGIST","LANDMARK GRAPHICS CORPORATION"
"CERTIFIED","2014","60000.0","TX","Computer Programmers","PROGRAMMER ANALYST","ZYLOG SYSTEMS LIMITED"
"CERTIFIED","2014","76000.0","MA","Software Developers, Applications","QUALITY ASSURANCE ANALYST","QA INFOTECH, INC."
"CERTIFIED","2014","300000.0","GU","Physicians and Surgeons, All Other","DIAGNOSTIC RADIOLOGIST","GUAM XRAY"
"CERTIFIED","2014","175503.0","WA","Physicians and Surgeons, All Other","PEDIATRIC PULMONARY STAFF PHYSICIAN","PROVIDENCE PHYSICIAN SERVICES CO."
"CERTIFIED","2014","115000.0","TX","Geoscientists, Except Hydrologists and Geographers","SENIOR GEOSCIENTIST","GEOCENTER, LP"
"CERTIFIED-WITHDRAWN","2014","93205.0","NY","Environmental Engineers","MTS FACILIITES ENGINEER","GLOBALFOUNDRIES U.S. INC."
"CERTIFIED","2014","58032.0","NC","Computer Systems Analysts","ASSOCIATE SYSTEMS ANALYST","FIDELITY BROKERAGE SERVICES LLC"
"CERTIFIED","2014","67454.0","OH","Software Developers, Applications","SOFTWARE ENGINEER","NEST TECHNOLOGIES CORPORATION"
"CERTIFIED","2014","99200.0","DE","Computer Systems Analysts","COMPUTER SYSTEMS ANALYST 4","ACCENTURE LLP"
"CERTIFIED","2014","48131.0","NC","Medical Scientists, Except Epidemiologists","POSTDOCTORAL ASSOCIATE","DUKE UNIVERSITY AND MEDICAL CENTER"
"CERTIFIED","2014","85405.0","MI","Software Developers, Systems Software","SOFTWARE ENGINEER","CISCO SYSTEMS, INC."
"CERTIFIED","2014","73000.0","FL","Computer Systems Analysts","BUSINESS SYSTEMS ANALYST","I SCOPE TECHNOLOGY INC."
"CERTIFIED","2014","65520.0","DE","Chemical Engineers","ASSOCIATE TECHNICAL PROFESSIONAL - PROCESS","KBR, INC."
"CERTIFIED","2014","76502.0","TX","Computer Systems Analysts","BUSINESS SYSTEM ANALYST","WIPRO LIMITED"
"CERTIFIED","2014","180000.0","AZ","Physicians and Surgeons, All Other","HOSPITALIST PHYSICIAN","INTEGRATED PREMIER GROUP"
"CERTIFIED","2014","60778.0","TX","Computer Occupations, All Other","ARCHITECT LEVEL 2","WIPRO LIMITED"
"CERTIFIED","2014","230000.0","SC","Obstetricians and Gynecologists","OBSTETRICS AND GYNECOLOGIST PHYSICIAN","CHESTERFIELD CLINIC CORPORATION"
"CERTIFIED","2014","116605.0","CA","Software Developers, Applications","SOFTWARE ENGINEER APPS 3","APPLE INC."
"CERTIFIED","2014","64000.0","TX","Computer Occupations, All Other","QA ENGINEER","BIRBALS INC."
"CERTIFIED","2014","62345.0","AZ","Computer Programmers","COMPUTER PROGRAMMER","PEORIA UNIFIED SCHOOL DISTRICT NO. 11"
"CERTIFIED","2014","65210.0","NJ","Database Administrators","DATABASE ADMINISTRATOR","COMPUNNEL SOFTWARE GROUP, INC."
"CERTIFIED","2014","62500.0","TX","Computer Systems Analysts","IT CONSULTANT","IT AMERICA INC"
"CERTIFIED","2014","101206.0","WA","Computer Systems Analysts","LEAD CONSULTANT - US","INFOSYS LIMITED"
"CERTIFIED","2014","77854.0","CA","Materials Engineers","STAFF ENGINEER, MATERIALS/STRUCTURAL","ROHR, INC. D/B/A UTC AEROSPACE SYSTEMS"
"CERTIFIED","2014","66373.0","PA","Computer Systems Analysts","BUSINESS TECHNOLOGY ANALYST","DELOITTE CONSULTING LLP"
"CERTIFIED","2014","85738.0","WA","Purchasing Managers","RETAIL VENDOR MANAGER","AMAZON CORPORATE LLC"
"CERTIFIED","2014","60000.0","ME","Computer Occupations, All Other","TEST ENGINEER LEVEL 2","WIPRO LIMITED"
"CERTIFIED","2014","102000.0","WA","Computer Hardware Engineers","MECHANICAL ENGINEER","MICROSOFT CORPORATION"
"CERTIFIED","2014","105000.0","CA","Software Developers, Applications","SOFTWARE ENGINEER","GOOGLE INC."
"CERTIFIED","2014","68557.0","TX","Computer Occupations, All Other","TEST ENGINEER LEVEL 2","WIPRO LIMITED"
